price,volume,time,buy/sell,market/limit,misc
2704.30000,0.13977855,2025-02-15 19:28:34.535225868,b,m,
2702.55000,0.00547266,2025-02-15 19:31:13.265479564,b,l,
2702.54000,0.00665888,2025-02-15 19:33:52.437295198,s,m,
2702.54000,0.00665807,2025-02-15 19:34:16.038308382,s,m,
2702.55000,0.00436400,2025-02-15 19:34:50.611387968,b,m,
2702.55000,0.00093421,2025-02-15 19:34:50.611388206,b,m,
2702.54000,0.00591608,2025-02-15 19:35:51.953373432,s,m,
2702.55000,0.00666038,2025-02-15 19:36:27.012015820,b,l,
2702.55000,0.01702097,2025-02-15 19:36:27.814001799,b,l,
2702.55000,0.00666038,2025-02-15 19:37:21.875378132,b,l,
2702.54000,0.03076697,2025-02-15 19:37:25.175981760,s,l,
2702.54000,0.11488261,2025-02-15 19:37:25.175981760,s,l,
2702.54000,0.03312630,2025-02-15 19:37:25.645263195,s,l,
2702.54000,0.01900000,2025-02-15 19:37:25.645263195,s,l,
2700.65000,0.00555422,2025-02-15 19:37:33.142412424,s,m,
2700.65000,0.00555422,2025-02-15 19:37:33.142412424,s,m,
2700.95000,0.00200000,2025-02-15 19:38:38.318501949,s,m,
2698.98000,0.00340703,2025-02-15 19:39:27.822595596,b,m,
2698.67000,0.00200000,2025-02-15 19:40:11.355919361,s,l,
2697.12000,0.01170357,2025-02-15 19:42:52.120086908,s,m,
2697.11000,0.00051103,2025-02-15 19:42:52.120086908,s,m,
2696.96000,0.01822000,2025-02-15 19:43:07.217896700,s,l,
2696.61000,0.01221460,2025-02-15 19:43:16.302902460,s,m,
2696.89000,0.03232337,2025-02-15 19:44:08.533611536,s,m,
2697.36000,0.01701713,2025-02-15 19:44:40.370288134,s,m,
2696.61000,0.07100000,2025-02-15 19:47:42.762576580,s,m,
2696.61000,0.07227384,2025-02-15 19:48:41.987557650,s,l,
2696.96000,0.02196970,2025-02-15 19:50:09.718228102,s,m,
2696.62000,0.00935987,2025-02-15 19:50:46.966072321,b,l,
2696.62000,0.49064013,2025-02-15 19:50:46.966072321,b,l,
2696.62000,0.00615774,2025-02-15 19:51:13.882249832,b,m,
2696.61000,0.01172386,2025-02-15 19:52:03.826959848,s,l,
2696.61000,0.00298399,2025-02-15 19:52:04.452901840,s,l,
2696.61000,0.00874137,2025-02-15 19:52:04.452901840,s,l,
2696.61000,0.01172537,2025-02-15 19:52:04.887607574,s,l,
2696.61000,0.01172537,2025-02-15 19:52:05.318808794,s,l,
2696.61000,0.15322587,2025-02-15 19:52:05.362363577,s,l,
2696.61000,0.03708359,2025-02-15 19:52:05.362363577,s,l,
2696.60000,0.00200000,2025-02-15 19:52:05.362363577,s,l,
2694.23000,0.01172579,2025-02-15 19:52:41.343106508,b,m,
2694.24000,0.15424520,2025-02-15 19:52:41.343106508,b,m,
2694.29000,0.01172598,2025-02-15 19:52:47.929996252,s,m,
2694.29000,0.00744909,2025-02-15 19:52:47.929996252,s,m,
2692.54000,0.02660000,2025-02-15 19:56:04.618932486,s,m,
2692.55000,0.01173254,2025-02-15 19:56:23.328098536,b,l,
2692.55000,18.56697590,2025-02-15 19:56:23.328098536,b,l,
2692.55000,0.72912968,2025-02-15 19:56:23.328098536,b,l,
2692.55000,1.00000000,2025-02-15 19:56:23.328098536,b,l,
2692.55000,0.84627249,2025-02-15 19:56:23.328098536,b,l,
2692.55000,0.00552374,2025-02-15 19:56:23.328098536,b,l,
2692.55000,0.63000000,2025-02-15 19:56:23.328098536,b,l,
2692.55000,15.32341817,2025-02-15 19:56:23.328098536,b,l,
